,name,price,original_price,reviews,Rating,Bank_offers,discount_percent
557,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...",1199.0,3499.0,173.0,4.1,Bank Offer,65.73306659045441
558,"Number Navo Buds N1 w/ 100Hrs Playtime, 4Mic ENC, Dual ...",899.0,5999.0,173.0,4.0,Hot Deal,85.01416902817137
559,Aroma NB126 Crown V5.4 Upto 60Hr Playtime* Dual Pairing...,399.0,2299.0,173.0,3.8,Bank Offer,82.64462809917356
560,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
561,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
562,"Noise Buds VS102 Pro with ANC (25dB), 70 Hours Playtime...",1299.0,4999.0,173.0,3.8,Bank Offer,74.01480296059212
563,OnePlus Buds Pro 2 Bluetooth,7477.0,13999.0,173.0,4.4,Bank Offer,46.58904207443389
564,"boAt Immortal Katana Blade with Beast Mode(50ms), 70HRS...",1499.0,4999.0,173.0,4.0,Bank Offer,70.01400280056012
565,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",999.0,3999.0,173.0,4.0,Bank Offer,75.01875468867217
566,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
567,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...",1099.0,5999.0,46.0,4.3,Bank Offer,81.68028004667445
568,"truke Aura Pro earbuds w/ 60H Battery, Leather finish C...",899.0,2799.0,173.0,4.2,Bank Offer,67.88138620936049
569,"boAt Airdopes 300 w/ 4-Mics ENx Technology,Multipoint C...",1299.0,6490.0,173.0,4.0,Bank Offer,79.98459167950693
570,"TRIGGR Apex S2 2025, Dual Pairing, 60H Battery, Preset ...",799.0,3999.0,173.0,3.9,Bank Offer,80.02000500125031
571,"TRIGGR Apex S2 2025, Dual Pairing, 60H Battery, Preset ...",799.0,3999.0,173.0,3.9,Bank Offer,80.02000500125031
572,"GOBOULT W35 with 48Hrs, 4 Mic ENC, Wavy Shell Design, L...",699.0,2999.0,173.0,3.9,Super Deals,76.69223074358119
573,Caidea TW101 Earth 32dB Active Noise Cancellation 60H* ...,599.0,3499.0,173.0,3.7,Bank Offer,82.88082309231208
574,"Number Super Buds GT M9 Gaming TWS Earbuds, 60Hr Playba...",959.0,7499.0,173.0,3.8,Super Deals,87.21162821709562
575,TECHIO BS ultrapood Bluetooth,253.0,1812.0,448.0,3.5,Bank Offer,86.03752759381898
576,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",699.0,1999.0,173.0,4.1,Bank Offer,65.03251625812906
577,"TRIGGR Apex S2 2025, Dual Pairing, 60H Battery, Preset ...",799.0,3999.0,173.0,3.9,Bank Offer,80.02000500125031
578,"JBL Wave Buds 2 ANC Earbuds with BTv5.3,Multi Connect,F...",2499.0,6999.0,173.0,3.7,Hot Deal,64.29489927132448
579,"TRIGGR Kraken X1 Plus with Dual Pairing, Battery Displa...",1199.0,3999.0,173.0,4.0,Hot Deal,70.01750437609402
580,"TRIGGR Apex S2 2025, Dual Pairing, 60H Battery, Preset ...",799.0,3999.0,173.0,3.9,Bank Offer,80.02000500125031
581,"TRIGGR Opus with Latest BT v6.0, Dual Pairing, Chrome L...",799.0,3999.0,173.0,3.9,Super Deals,80.02000500125031
582,"Caidea TW103 Ray Upto 60H Playtime*, ENC, Fast Charging...",373.0,3199.0,173.0,3.7,Bank Offer,88.3401062832135
583,"truke BTG Flex buds with Dual Pairing, 60Hrs Battery, H...",899.0,3499.0,173.0,4.0,Hot Deal,74.30694484138326
584,"EARBUDDY SnapX 20 Buds With Touch Sensor, Waterproof, A...",264.0,1599.0,472.0,3.8,Bank Offer,83.48968105065666
585,Noise Buds X2 with 140Hr playtimeANC (32dB)Dual Pairing...,1599.0,4499.0,173.0,3.9,Bank Offer,64.45876861524783
586,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",1299.0,2999.0,173.0,4.1,Bank Offer,56.68556185395131
587,"GOBOULT Z60 with 60Hr Battery, 4 Mic ENC, 50ms Ultra Lo...",899.0,2999.0,173.0,4.1,Bank Offer,70.02334111370457
588,BULLSTORM Ultrapods Black Bluetooth,278.0,2199.0,173.0,3.4,Bank Offer,87.35788994997726
589,SONY WF1000XM5/BZIN Bluetooth,20990.0,29990.0,537.0,4.2,Bank Offer,30.01000333444481
590,"Number Navo Buds X1 w/ 50H Playtime, Dual Pairing, 13mm...",599.0,3999.0,173.0,3.8,Hot Deal,85.02125531382846
591,"Number Navo Buds X1 w/ 50H Playtime, Dual Pairing, 13mm...",599.0,3999.0,173.0,3.8,Hot Deal,85.02125531382846
592,"boAt Airdopes 131,60H Battery, ASAP Charge, Stream Ad F...",749.0,2999.0,173.0,4.0,Bank Offer,75.02500833611204
593,"TRIGGR Rizz Duo with Latest BT v6.0, Dual Pairing, Prem...",749.0,3999.0,173.0,3.8,Bank Offer,81.27031757939484
594,"Mivi Duopods D4, 50Hrs Playtime, HD Call, Fast Charging...",799.0,2999.0,173.0,3.9,Bank Offer,73.35778592864288
595,DSSB Earbuds With Premium Quality Sound Bluetooth,281.0,1999.0,173.0,3.6,Bank Offer,85.94297148574287
596,"GOBOULT Z40 Pro with 100Hr, 4 Mic ENC, Scratch Proof, R...",1299.0,5499.0,173.0,4.1,Bank Offer,76.37752318603383
597,"truke Mega 7 Earbuds w/ 60H Battery, 13mm Drivers, 24-b...",999.0,3499.0,173.0,4.4,Hot Deal,71.44898542440697
598,"boAt Airdopes 301,75H Battery, 4Mics ENx, ASAP Charge, ...",1299.0,4990.0,173.0,3.9,Bank Offer,73.96793587174348
599,NEXX ARHAM TRUE WIRLESS BLUETOOTH AIR_PODS WITH GOOD SO...,288.0,1799.0,173.0,3.6,Bank Offer,83.9911061700945
600,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
601,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,265.0,1299.0,923.0,3.5,Super Deals,79.5996920708237
602,boAt Airdopes 141 Gen 2 Bluetooth,999.0,3990.0,74.0,4.1,Super Deals,74.9624060150376
603,"HOPPUP Predator Xo1 Gaming Earbuds with 50H Playtime,13...",699.0,4999.0,173.0,4.1,Bank Offer,86.01720344068814
604,"boAt Airdopes Prime 412, AI-ENx Tech, 50 Hour Battery, ...",1299.0,4490.0,173.0,4.1,Bank Offer,71.06904231625836
605,"HOPPUP AirDoze F50 Earbuds with 40H PlayTime, 40MS Low ...",599.0,4999.0,173.0,3.9,Hot Deal,88.01760352070414
606,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
607,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",300.0,2999.0,173.0,3.7,Hot Deal,89.99666555518506
608,"boAt Nirvana Ion 32dB Active Noise Cancellation, 120HRS...",1999.0,8999.0,173.0,4.1,Bank Offer,77.7864207134126
609,"boAt Nirvana Ion 32dB Active Noise Cancellation, 120HRS...",1999.0,8999.0,173.0,4.1,Bank Offer,77.7864207134126
610,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",699.0,3999.0,173.0,4.0,Super Deals,82.52063015753939
611,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,299.0,2399.0,923.0,3.5,Super Deals,87.53647353063776
612,"Number Navo Buds Z1 w/ Digital Display, 72H Playtime, 4...",899.0,6999.0,173.0,3.9,Bank Offer,87.15530790112874
613,SOBEYS M10 Bluetooth,246.0,1899.0,893.0,3.5,Bank Offer,87.04581358609794
614,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",399.0,2999.0,173.0,3.7,Super Deals,86.69556518839613
615,"PTron Basspods Tour with AI-ENC Calls, 45hrs Playback, ...",699.0,3199.0,173.0,4.0,Hot Deal,78.14942169427947
616,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,268.0,1299.0,173.0,3.6,Bank Offer,79.36874518860661
617,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",799.0,2999.0,173.0,4.1,Super Deals,73.35778592864288
618,MAGENESE M19 Wireless Earbuds TWS 5.1 Large Screen Dual...,236.0,1999.0,196.0,3.6,Bank Offer,88.19409704852427
619,"Caidea TW103 Ray Upto 60H Playtime*, ENC, Fast Charging...",373.0,3199.0,173.0,3.7,Bank Offer,88.3401062832135
620,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",999.0,4999.0,173.0,4.1,Bank Offer,80.01600320064013
621,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",599.0,2999.0,173.0,4.1,Bank Offer,80.02667555851951
622,"Mivi AI-Buds (Breakthrough Launch), World's 1st Human-l...",2999.0,19999.0,173.0,3.7,Hot Deal,85.00425021251063
623,"PHILIPS TAT1050BK Earbuds with ANC/ENC, 50H Playtime, 1...",1699.0,2899.0,633.0,3.6,Bank Offer,41.393583994480856
624,"Joker And Jordan TWS Earbuds with 100 HRS Playtime,(50m...",299.0,1999.0,26.0,3.7,Super Deals,85.04252126063031
625,"Noise Buds Verve 2 with 50Hr Playtime, ENC, Quad Mic & ...",1499.0,3999.0,173.0,4.0,Bank Offer,62.515628907226805
626,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
627,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
628,"HOPPUP AirDoze Earbuds with 40H , 40MS Low Latency, AI ...",599.0,4999.0,173.0,3.9,Hot Deal,88.01760352070414
629,SIGNATIZE Wireless Neckband Earphones with 10mm Drivers...,232.0,999.0,173.0,3.8,Bank Offer,76.77677677677679
630,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",699.0,1999.0,173.0,4.1,Bank Offer,65.03251625812906
631,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
632,"Mivi AI-Buds (Breakthrough Launch), World's 1st Human-l...",2999.0,19999.0,173.0,3.7,Bank Offer,85.00425021251063
633,"Number Navo Buds N1 w/ 100Hrs Playtime, 4Mic ENC, Dual ...",999.0,5999.0,173.0,4.0,Bank Offer,83.3472245374229
634,"JBL Tune Flex 2 TWS, ANC Earbuds, 48Hr Playtime,6 Mics,...",5499.0,10499.0,282.0,4.0,Hot Deal,47.62358319839985
635,GWALBROS A13 TWS AIRPOD black Earbud Bluetooth Bluetoot...,245.0,1099.0,633.0,3.4,Bank Offer,77.70700636942675
636,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...",1099.0,5999.0,46.0,4.3,Bank Offer,81.68028004667445
637,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...",1199.0,3499.0,173.0,4.1,Bank Offer,65.73306659045441
638,GWALBROS New Edition TWS M19 Gaming Earbuds Bluetooth 5...,,,173.0,3.7,No Offer,78.3679753656659
639,"truke Buds Echo 24-Bit 360 Spatial Audio, 13mm Titanium...",999.0,3999.0,173.0,4.2,Super Deals,75.01875468867217
640,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
641,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,265.0,1299.0,923.0,3.5,Super Deals,79.5996920708237
642,Bose New QuietComfort Ultra Wireless Earbuds with Spati...,18990.0,25900.0,109.0,4.1,Bank Offer,26.67953667953668
643,"TECHIO Wireless Bluetooth HD Sound, Auto Pairing, Touch...",255.0,1999.0,30.0,3.8,Bank Offer,87.24362181090545
644,"Three Guys Black Buds With Touch Sensor, Waterproof, AN...",262.0,1699.0,162.0,3.7,Bank Offer,84.57916421424368
645,"Mivi Superpods Opera, 60Hrs PT, Spatial Audio, Hi-Res &...",1099.0,5999.0,173.0,4.0,Hot Deal,81.68028004667445
646,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
647,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",300.0,2999.0,173.0,3.7,Hot Deal,89.99666555518506
648,"Kratos Star Buds, Wireless earbuds with long playtime, ...",498.0,1999.0,66.0,4.4,Super Deals,75.08754377188595
649,NS WORLD FX9 Buds |Max Power| HD Sound | BT Earbuds |Mi...,287.0,1400.0,353.0,3.6,Bank Offer,79.5
650,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",699.0,3999.0,173.0,4.0,Super Deals,82.52063015753939
651,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,299.0,2399.0,923.0,3.5,Super Deals,87.53647353063776
652,"Noise Buds VS404 with 50 Hours Playtime, ENC with Quad ...",999.0,3499.0,173.0,3.9,Bank Offer,71.44898542440697
653,boAt Airdopes 121 Pro Plus Bluetooth,1299.0,4990.0,36.0,4.0,Super Deals,73.96793587174348
654,Noise Buds X2 with 140Hr playtimeANC (32dB)Dual Pairing...,1599.0,4499.0,173.0,3.9,Bank Offer,64.45876861524783
655,Fixon Cmf earbuds tws deep bass High quality music Blue...,393.0,999.0,57.0,3.7,Bank Offer,60.66066066066066
656,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,268.0,1299.0,173.0,3.6,Bank Offer,79.36874518860661
657,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",799.0,2999.0,173.0,4.1,Super Deals,73.35778592864288
658,NS WORLD AIR PRO 7 Airbud Tws | Case Protect| Bass | BT...,286.0,1400.0,173.0,3.6,Bank Offer,79.57142857142857
659,Beats Solo Buds USB-C case with Fast Charge Bluetooth,3299.0,6900.0,452.0,3.9,Hot Deal,52.188405797101446
660,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",999.0,4999.0,173.0,4.1,Bank Offer,80.01600320064013
661,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",599.0,2999.0,173.0,4.1,Bank Offer,80.02667555851951
662,"Noise Pop buds with 50 Hrs of playtime, Quad Mic with E...",999.0,3499.0,173.0,3.9,Hot Deal,71.44898542440697
663,Caidea TW400 Aristo 32dB Active Noise Cancellation 75H*...,499.0,3499.0,173.0,3.7,Bank Offer,85.73878250928837
664,GLOBAL NOMAD PULSEQ1020 48Hrs Playtime Type C Fast Char...,744.0,3299.0,59.0,4.0,Bank Offer,77.44771142770537
665,"TRIGGR Ultrabuds N4 with Premium Finish, Rubber Grip De...",699.0,1999.0,173.0,4.0,Bank Offer,65.03251625812906
666,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
667,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
668,MarQ by Flipkart Rhythm Q1050 42 Hours Playtime Type C ...,799.0,5499.0,368.0,4.1,Bank Offer,85.47008547008546
669,DIGIBUDS New Airypod/Neckband/Earbuds/TWs/buds 5.1 Earb...,300.0,1347.0,91.0,3.7,Super Deals,77.728285077951
670,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",699.0,1999.0,173.0,4.1,Bank Offer,65.03251625812906
671,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
672,"JBL Live Beam 3, Hi-Res LDAC Audio ANC TWS, SmartCase,4...",9999.0,24999.0,776.0,4.1,Bank Offer,60.00240009600384
673,SONY WF-C700N/WZ IN Bluetooth,6490.0,12990.0,173.0,4.0,Hot Deal,50.03849114703618
674,"realme Buds T300 with 12.4mm Driver, 30dB ANC, 360 Spat...",1799.0,3999.0,173.0,4.3,Hot Deal,55.01375343835959
675,Aroma NB137 Dive Upto 60 Hours Playtime* Type C Fast Ch...,439.0,2999.0,173.0,3.7,Bank Offer,85.3617872624208
676,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...",1099.0,5999.0,46.0,4.3,Bank Offer,81.68028004667445
677,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...",1199.0,3499.0,173.0,4.1,Bank Offer,65.73306659045441
678,"Caidea TW103 Ray Upto 60H Playtime*, ENC, Fast Charging...",373.0,3199.0,173.0,3.7,Bank Offer,88.3401062832135
679,"Huawei Freebuds SE 2,40h of Music Playback,IP54 Dust & ...",2999.0,4499.0,6.0,4.8,Bank Offer,33.34074238719715
680,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
681,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,265.0,1299.0,923.0,3.5,Super Deals,79.5996920708237
682,"ORAIMO Riff 2 TWS Earbuds with ENC Quad Mic,30Hr Playti...",499.0,3499.0,414.0,3.8,Super Deals,85.73878250928837
683,Portronics Twins S19 in Ear TWS Wireless Earbuds With 3...,849.0,2499.0,175.0,3.7,Hot Deal,66.02641056422569
684,"Mivi Duopods Horizon [New Launch], AI-ENC, 60 Hrs, 13mm...",899.0,3999.0,173.0,4.1,Bank Offer,77.51937984496125
685,"boAt Nirvana Ivy Pro, Dolby Atmos, Dynamic Head Trackin...",4999.0,17990.0,173.0,4.0,Bank Offer,72.21234018899388
686,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
687,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",300.0,2999.0,173.0,3.7,Hot Deal,89.99666555518506
688,"Number Super Buds 999 40dB ANC Gaming TWS Earbuds,4 Mic...",1199.0,7999.0,173.0,3.9,Bank Offer,85.01062632829104
689,"truke Mega 8 earbuds w/ 24-bit Spatial Audio, 70H Playt...",999.0,3999.0,173.0,4.2,Hot Deal,75.01875468867217
690,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",699.0,3999.0,173.0,4.0,Super Deals,82.52063015753939
691,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,299.0,2399.0,923.0,3.5,Super Deals,87.53647353063776
692,Bose ‎QuietComfort Earbuds Bluetooth,11499.0,16900.0,34.0,4.3,Hot Deal,31.958579881656807
693,myxes M19 Bluetooth,298.0,1999.0,418.0,3.5,Bank Offer,85.09254627313658
694,"PTron Basspods Encore TWS Earbuds, 50H Playtime, Quad M...",,,173.0,3.7,No Offer,78.3679753656659
695,"boAt Immortal 131 w/ Beast Mode(40ms Low Latency), 40 H...",1099.0,3499.0,173.0,4.0,Hot Deal,68.5910260074307
696,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,268.0,1299.0,173.0,3.6,Bank Offer,79.36874518860661
697,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",799.0,2999.0,173.0,4.1,Super Deals,73.35778592864288
698,"Caidea TW88 Candy V5.4, Upto 60Hr Playtime* Dual Pairin...",398.0,2499.0,923.0,3.5,Super Deals,84.0736294517807
699,"truke Buds Echo 24-Bit 360 Spatial Audio, 13mm Titanium...",999.0,3999.0,173.0,4.2,Bank Offer,75.01875468867217
700,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",999.0,4999.0,173.0,4.1,Bank Offer,80.01600320064013
701,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",599.0,2999.0,173.0,4.1,Bank Offer,80.02667555851951
702,Yamni Fashions WIRELESS TWS AIRPOD black Earbud Bluetoo...,281.0,1299.0,38.0,3.7,Bank Offer,78.3679753656659
703,"DSSB Latest Black Cobra EARBUDS, Bass+ 20 H Playtime & ...",281.0,1999.0,173.0,3.6,Bank Offer,85.94297148574287
704,CEHNO A3 BUDS Bluetooth,405.0,1999.0,100.0,3.8,Bank Offer,79.73986993496749
705,"EARBUDDY SnapX Buds With Touch Sensor, Waterproof, ANC,...",261.0,1599.0,173.0,3.6,Bank Offer,83.67729831144464
706,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
707,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
708,Caidea TW400 Aristo 32dB Active Noise Cancellation 75H*...,499.0,3499.0,173.0,3.7,Bank Offer,85.73878250928837
709,Google Pixel Buds 2a Bluetooth,12999.0,,17.0,4.5,Bank Offer,78.3679753656659
710,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",699.0,1999.0,173.0,4.1,Bank Offer,65.03251625812906
711,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
712,"Aroma Combo 11 - NB126 Berry Upto 60H* TWS + UC720, 4in...",489.0,2999.0,173.0,3.8,Bank Offer,83.69456485495165
713,HOPPUP Gaming Bluetooth,899.0,5999.0,173.0,4.0,Hot Deal,85.01416902817137
714,"Noise Buds N1 Pro with Metallic Finish, 32dB ANC, 60H P...",1399.0,4999.0,173.0,4.0,Super Deals,72.01440288057611
715,"TRIGGR Opus with Latest BT v6.0, Dual Pairing, Chrome L...",799.0,3999.0,173.0,3.9,Super Deals,80.02000500125031
716,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...",1099.0,5999.0,46.0,4.3,Bank Offer,81.68028004667445
717,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...",1199.0,3499.0,173.0,4.1,Bank Offer,65.73306659045441
718,"MR.NOBODY Ultrabuds with Latest BT v6.0,40Hr Playtime,1...",498.0,1999.0,58.0,4.1,Bank Offer,75.08754377188595
719,"boAt Nirvana Crystl, (2025 Launch), Transparent Case,36...",2199.0,10990.0,173.0,4.1,Bank Offer,79.99090081892629
720,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
721,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,265.0,1299.0,923.0,3.5,Super Deals,79.5996920708237
722,"HOPPUP AirDoze Venom Gaming Earbuds with 50H PlayTime, ...",699.0,4999.0,951.0,4.0,Hot Deal,86.01720344068814
723,"Noise Buds Xero with adaptive ANC(50dB), Sound+TM algor...",3499.0,6999.0,894.0,3.9,Bank Offer,50.00714387769681
724,"Noise Pop buds with 50 Hrs of playtime, Quad Mic with E...",999.0,3499.0,173.0,3.9,Hot Deal,71.44898542440697
725,"Leaf Buds X334 True Wireless, AI SOUND App, 40H Playtim...",599.0,2999.0,242.0,3.9,Bank Offer,80.02667555851951
726,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
727,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",300.0,2999.0,173.0,3.7,Hot Deal,89.99666555518506
728,IAIR Lite | 25Hrs Playtime | ENC Technology | 13mm Driv...,349.0,1999.0,146.0,3.6,Super Deals,82.54127063531766
729,"GWALBROS New Black Bluetooth Earbuds, True Wireless Hea...",244.0,1971.0,173.0,3.5,Bank Offer,87.6204972095383
730,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",699.0,3999.0,173.0,4.0,Super Deals,82.52063015753939
731,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,299.0,2399.0,923.0,3.5,Super Deals,87.53647353063776
732,The P Earbuds M19 PRO with Power Bank Upto 48Hrs Playba...,299.0,1999.0,13.0,4.4,Bank Offer,85.04252126063031
733,BULLSTORM Exclusive TWS T2 Wireless Earbuds with 1500Ma...,276.0,1899.0,173.0,3.5,Bank Offer,85.46603475513427
734,Aroma NB138 Bound 32dB Active Noise Cancellation 60H* F...,689.0,2899.0,173.0,3.8,Bank Offer,76.23318385650224
735,boAt Airdopes Plus 311 Bluetooth,999.0,3990.0,239.0,4.1,Super Deals,74.9624060150376
736,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,268.0,1299.0,173.0,3.6,Bank Offer,79.36874518860661
737,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",799.0,2999.0,173.0,4.1,Super Deals,73.35778592864288
738,Sennheiser Momentum True Wireless 4 with Bluetooth 5.4 ...,19990.0,29990.0,161.0,4.2,Bank Offer,33.344448149383126
739,"JBL Wave Beam 2 ANC Earbuds with BTv5.3,Multi Connect,F...",2999.0,7499.0,173.0,3.7,Hot Deal,60.0080010668089
740,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",999.0,4999.0,173.0,4.1,Bank Offer,80.01600320064013
741,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",599.0,2999.0,173.0,4.1,Bank Offer,80.02667555851951
742,"boAt Airdopes Prime 511, Volume Swipe Controls, 50H Bat...",1299.0,5990.0,173.0,4.1,Hot Deal,78.31385642737897
743,"moto buds with Hi-Res Audio, Large 12.4mm driver, 42 hr...",2099.0,7999.0,173.0,4.1,Hot Deal,73.75921990248781
744,"Nu Republic Starbuds Z with 56 Hr Playtime, X-Bass® Tec...",984.0,3499.0,310.0,4.4,Hot Deal,71.87767933695342
745,TECHIO SONIC AIR PRO BUDS Bluetooth,400.0,1999.0,173.0,4.0,Bank Offer,79.98999499749874
746,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
747,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
748,"realme Buds T01 with 13mm Driver, AI ENC for Calls, BT ...",1099.0,2999.0,173.0,3.9,Hot Deal,63.354451483827944
749,"TECHIO 13mm Drivers, Clear Bass, Noise Cancellation, Vo...",253.0,1899.0,264.0,3.3,Bank Offer,86.67719852553975
750,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",699.0,1999.0,173.0,4.1,Bank Offer,65.03251625812906
751,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
752,"house of common Airpds Pro, Tws Earbud, Tws Headphone, ...",242.0,1999.0,173.0,3.5,Bank Offer,87.89394697348675
753,"GWALBROS New Black TWS Bluetooth Earbuds, True Wireless...",238.0,1960.0,707.0,3.5,Bank Offer,87.85714285714286
754,allons TWS Bluetooth Earbuds True Wireless Headphone wi...,250.0,1599.0,3.0,3.7,Bank Offer,84.36522826766729
755,"Noise Buds Verve 2 with 50Hr Playtime, ENC, Quad Mic & ...",1499.0,3999.0,173.0,4.0,Bank Offer,62.515628907226805
756,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...",1099.0,5999.0,46.0,4.3,Bank Offer,81.68028004667445
757,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...",1199.0,3499.0,173.0,4.1,Bank Offer,65.73306659045441
758,"boAt Immortal 171 w/ Beast Mode(40ms Low Latency), 40 H...",1299.0,3499.0,173.0,4.1,Hot Deal,62.87510717347814
759,"TRIGGR Opus with Latest BT v6.0, Dual Pairing, Chrome L...",799.0,3999.0,173.0,3.9,Super Deals,80.02000500125031
