,name,price,original_price,reviews,Rating,Bank_offers,discount_percent
760,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
761,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,265.0,1299.0,923.0,3.5,Super Deals,79.5996920708237
762,"Boston Levin ,TWS,BT5.3,Type-C Charge,IPX5,13mm Drivers...",677.0,6999.0,335.0,3.9,Bank Offer,90.32718959851407
763,BULLSTORM BS ultrapood Bluetooth Gaming,498.0,2999.0,455.0,3.7,Bank Offer,83.3944648216072
764,FreeMinds M10 Airpods with Low Latency & Emergency powe...,400.0,1499.0,5.0,3.8,Bank Offer,73.3155436957972
765,SOBEYS Ultrapod Bluetooth,250.0,1599.0,122.0,3.4,Bank Offer,84.36522826766729
766,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
767,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",300.0,2999.0,173.0,3.7,Hot Deal,89.99666555518506
768,"Caidea TW88 Candy V5.4, Upto 60Hr Playtime* Dual Pairin...",398.0,2499.0,923.0,3.5,Super Deals,84.0736294517807
769,The P Earbuds M19 PRO with Power Bank Upto 48Hrs Playba...,295.0,1999.0,46.0,3.7,Bank Offer,85.24262131065534
770,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",699.0,3999.0,173.0,4.0,Super Deals,82.52063015753939
771,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,299.0,2399.0,923.0,3.5,Super Deals,87.53647353063776
772,"m2wear M10 Earbuds/buds 5.1 Earbuds with 280H Playtime,...",285.0,999.0,10.0,4.1,Bank Offer,71.47147147147147
773,"Noise Buds N2 Pro (New Launch) with 70H Playtime, 32dB ...",1799.0,4999.0,173.0,4.1,Bank Offer,64.0128025605121
774,Ucool Nord 10 Hour playtime Buds Bluetooth,419.0,2499.0,254.0,3.8,Bank Offer,83.23329331732693
775,"Noise Master Buds, Sound by BOSE, 49dB ANC, 6 Mic ENC, ...",5999.0,7999.0,634.0,4.1,Bank Offer,25.003125390673837
776,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,268.0,1299.0,173.0,3.6,Bank Offer,79.36874518860661
777,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",799.0,2999.0,173.0,4.1,Super Deals,73.35778592864288
778,TECHIO Earbuds With Premium Quality Sound Bluetooth,253.0,1999.0,44.0,3.5,Bank Offer,87.34367183591796
779,allons TWS Earbuds True Wireless Bluetooth 2nd gen MagS...,250.0,1987.0,173.0,4.0,Bank Offer,87.41821841972823
780,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",999.0,4999.0,173.0,4.1,Bank Offer,80.01600320064013
781,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",599.0,2999.0,173.0,4.1,Bank Offer,80.02667555851951
782,Seashot M19 Earbuds/TWS/buds 5.1 Earbuds with 280H Play...,297.0,1499.0,173.0,3.4,Bank Offer,80.18679119412941
783,TECHIO AirPods TWS Black Pro Heavy Model_42 Bluetooth,253.0,999.0,33.0,3.2,Bank Offer,74.67467467467468
784,"WINGS Phantom 105 Earbuds with Game Mode, ENC, 40 Hours...",940.0,2999.0,173.0,3.8,Bank Offer,68.65621873957986
785,"BeastBass CMT Buds 2 ENC, Ultra Bass Technology 2.0, 55...",385.0,2999.0,42.0,4.1,Bank Offer,87.1623874624875
786,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
787,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
788,Samsung Galaxy Buds 3 Bluetooth,14999.0,19999.0,343.0,4.0,Bank Offer,25.00125006250313
789,"Number Super Buds 111, AI ENC Gaming TWS Earbuds, Low L...",648.0,3999.0,603.0,4.5,Super Deals,83.79594898724682
790,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",699.0,1999.0,173.0,4.1,Bank Offer,65.03251625812906
791,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
792,"TECHIO with Calling Deep Bass, Long Battery Lif Bluetoo...",253.0,1871.0,272.0,3.4,Bank Offer,86.47781934794227
793,NS WORLD Thunderbuds TWS | Super Bass |15 Hour Battery ...,280.0,1400.0,988.0,3.6,Bank Offer,80.0
794,"Noise Master Buds, Sound by BOSE, 49dB ANC, 6 Mic ENC, ...",5999.0,7999.0,634.0,4.1,Hot Deal,25.003125390673837
795,"Leaf Buds X334 True Wireless, AI SOUND App, 40H Playtim...",599.0,2999.0,242.0,3.9,Bank Offer,80.02667555851951
796,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...",1099.0,5999.0,46.0,4.3,Bank Offer,81.68028004667445
797,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...",1199.0,3499.0,173.0,4.1,Bank Offer,65.73306659045441
798,TECHIO Airpods Black Edition Pro TWS Heavy_14 Bluetooth,241.0,999.0,103.0,3.4,Bank Offer,75.87587587587588
799,ZEBRONICS Zeb-Monk Pro (Black) Bluetooth,1399.0,5999.0,23.0,4.2,Hot Deal,76.67944657442906
800,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
801,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,265.0,1299.0,923.0,3.5,Super Deals,79.5996920708237
802,Portronics Harmonics Twins S9 TWS Wireless Earbuds with...,1149.0,2499.0,173.0,4.1,Bank Offer,54.021608643457384
803,Three Guys Airpods Earbuds Plus Bass Boost & Smart Touc...,279.0,1699.0,107.0,3.3,Bank Offer,83.57857563272513
804,"moto buds with Hi-Res Audio, Large 12.4mm driver, 42 hr...",2099.0,7999.0,173.0,4.1,Hot Deal,73.75921990248781
805,"Mivi Duopods I6, 55Hrs PT, HD Call, Fast Charging, 3D S...",899.0,3499.0,173.0,3.9,Bank Offer,74.30694484138326
806,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
807,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",300.0,2999.0,173.0,3.7,Hot Deal,89.99666555518506
808,AJ HUB Twin Dual Wireless 5.0 Bluetooth Stereo Headset ...,290.0,1999.0,108.0,3.5,Bank Offer,85.49274637318659
809,Sennheiser Momentum True Wireless 4 with Bluetooth 5.4 ...,19990.0,29990.0,161.0,4.2,Bank Offer,33.344448149383126
810,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",699.0,3999.0,173.0,4.0,Super Deals,82.52063015753939
811,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,299.0,2399.0,923.0,3.5,Super Deals,87.53647353063776
812,"Skullcandy Dime 3 TWS 3 Preset EQ Modes,Dual Pairing, S...",2999.0,9999.0,750.0,3.5,Bank Offer,70.00700070007001
813,Sennheiser Momentum True Wireless 4 with Bluetooth 5.4 ...,19990.0,29990.0,161.0,4.2,Bank Offer,33.344448149383126
814,SOBEYS M10 Bluetooth,248.0,1999.0,12.0,3.3,Bank Offer,87.59379689844923
815,"merovia T110 with AI ENC for calls, upto 38 hours Bluet...",648.0,2999.0,29.0,3.3,Bank Offer,78.39279759919974
816,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,268.0,1299.0,173.0,3.6,Bank Offer,79.36874518860661
817,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",799.0,2999.0,173.0,4.1,Super Deals,73.35778592864288
818,TECHIO Ultrapods tws earbuds ENC Series Long Battery Li...,245.0,1999.0,147.0,3.5,Bank Offer,87.74387193596799
819,"Aroma Combo 10 - NB126 Berry Upto 60H* TWS + UC720, 4in...",489.0,2999.0,173.0,3.8,Bank Offer,83.69456485495165
820,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",999.0,4999.0,173.0,4.1,Bank Offer,80.01600320064013
821,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",599.0,2999.0,173.0,4.1,Bank Offer,80.02667555851951
822,"Number Super Buds GT M9 Gaming TWS Earbuds, 60Hr Playba...",1199.0,3999.0,173.0,3.8,Bank Offer,70.01750437609402
823,SIGNATIZE Truly Wireless Bluetooth In Ear Earbuds with ...,353.0,999.0,173.0,3.9,Bank Offer,64.66466466466466
824,TEMPT Thunder Wireless Bluetooth Earbuds with Massive 2...,882.0,4999.0,104.0,3.8,Bank Offer,82.35647129425885
825,"HOPPUP AirDoze F52 Earbuds with 40H PlayTime, 40MS Low ...",599.0,4999.0,239.0,3.9,Bank Offer,88.01760352070414
826,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
827,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
828,"Noise Airbuds 6 with Buds Link App, 32dB ANC, In-Ear De...",1999.0,3499.0,173.0,3.9,Hot Deal,42.869391254644185
829,allons TWS Bluetooth Earbuds True Wireless Headphone wi...,250.0,1599.0,3.0,5.0,Bank Offer,84.36522826766729
830,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",699.0,1999.0,173.0,4.1,Bank Offer,65.03251625812906
831,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
832,Lexolt Raptor 100 Hour Playback & Ai ENC Low Latency Fa...,419.0,2499.0,143.0,3.8,Bank Offer,83.23329331732693
833,electricbass j35 bluetooth wireless earbuds with 36 hou...,849.0,1999.0,26.0,4.0,Bank Offer,57.5287643821911
834,"Jlab Go Air Sport TWS for running,32+ Hr Playtime,EQ3 S...",2249.0,5499.0,183.0,3.8,Bank Offer,59.10165484633569
835,FLOZUM Latch_Airpods_White_M6 Bluetooth,258.0,1699.0,173.0,4.0,Bank Offer,84.8145968216598
836,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...",1099.0,5999.0,46.0,4.3,Bank Offer,81.68028004667445
837,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...",1199.0,3499.0,173.0,4.1,Bank Offer,65.73306659045441
838,ZEBRONICS Zeb-Monk Pro (Grey) Bluetooth,1399.0,5999.0,23.0,4.2,Hot Deal,76.67944657442906
839,"truke Buds F1 with 38H Playtime, ENC, Instant Pairing, ...",799.0,2499.0,173.0,3.9,Hot Deal,68.02721088435374
840,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
841,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,265.0,1299.0,923.0,3.5,Super Deals,79.5996920708237
842,"boAt Airdopes Prime 513 ANC,65H Battery,(~32dB) ANC,Mul...",1499.0,5990.0,173.0,4.1,Super Deals,74.97495826377295
843,Jeevan jyoti agency M19 Earbuds TWS Wireless Bluetooth ...,297.0,1385.0,77.0,4.0,Super Deals,78.55595667870035
844,Google Pixel Buds 2a Bluetooth,12999.0,,17.0,4.5,Bank Offer,78.3679753656659
845,"Noise Airbuds Pro 6, Hybrid ANC 49 dB, LHDC, Google fas...",2499.0,3999.0,355.0,4.0,Hot Deal,37.50937734433609
846,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
847,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",300.0,2999.0,173.0,3.7,Hot Deal,89.99666555518506
848,Pb Enterprises Earbuds TWS V5.3 Sweatproof ANC Wireless...,241.0,736.0,166.0,3.5,Bank Offer,67.25543478260869
849,Clubics M19: Sleek Earbud Freedom Bluetooth,297.0,2949.0,577.0,3.6,Bank Offer,89.92878942014242
850,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",799.0,2999.0,173.0,4.1,Super Deals,73.35778592864288
851,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",699.0,3999.0,173.0,4.0,Super Deals,82.52063015753939
852,"Caidea TW301 Blogger Upto 40H Playtime*,ENC,Dual Pairin...",294.0,2899.0,173.0,3.4,Bank Offer,89.8585719213522
853,Pb Enterprises M19 TWS Earphone Touch Control Mirror Di...,253.0,799.0,12.0,3.3,Bank Offer,68.33541927409262
854,"Noise Air Buds Pro SE with ANC (30dB), 45 Hours Playtim...",5499.0,,173.0,3.9,Bank Offer,78.3679753656659
855,"Hammer Ultra Pods Tws Earbuds, Latest Bluetooth V6.0, 5...",699.0,2499.0,26.0,3.9,Bank Offer,72.02881152460985
856,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,299.0,2399.0,923.0,3.5,Super Deals,87.53647353063776
857,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,268.0,1299.0,173.0,3.6,Bank Offer,79.36874518860661
858,"JBL Live Beam 3, Hi-Res LDAC Audio ANC TWS, SmartCase,4...",9999.0,24999.0,776.0,4.1,Bank Offer,60.00240009600384
859,spellcell Bluetooth Earbuds Wireless Headphone with Fas...,269.0,1299.0,95.0,3.7,Bank Offer,79.29176289453426
860,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",999.0,4999.0,173.0,4.1,Bank Offer,80.01600320064013
861,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
862,"Kratos Star Buds, Wireless earbuds with long playtime, ...",498.0,1999.0,66.0,4.4,Bank Offer,75.08754377188595
863,FRONY VX-102 Super Extra Bass Bluetooth Headset (Furiou...,497.0,1299.0,7.0,3.0,Bank Offer,61.73979984603542
864,"boAt Airdopes Ultra Pro(2025 Launch), 100 Hrs Battery, ...",1849.0,6990.0,15.0,4.0,Bank Offer,73.54792560801144
865,MarQ by Flipkart Rhythm Q1324 45 Hours Playtime Type C ...,699.0,4999.0,255.0,4.0,Bank Offer,86.01720344068814
866,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
867,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",599.0,2999.0,173.0,4.1,Bank Offer,80.02667555851951
868,"Leaf Buds X614 ANC, Active Noise Cancellation (30dB), A...",1299.0,3999.0,279.0,3.8,Bank Offer,67.51687921980495
869,allons TWS Bluetooth Earbuds True Wireless Headphone wi...,250.0,1599.0,148.0,3.6,Bank Offer,84.36522826766729
870,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",699.0,1999.0,173.0,4.1,Bank Offer,65.03251625812906
871,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...",1199.0,3499.0,173.0,4.1,Bank Offer,65.73306659045441
872,TECHIO B168 CNF NEW MODEL Buds Bluetooth,447.0,1999.0,6.0,4.5,Bank Offer,77.63881940970485
873,"Number SuperBuds 555 with Dual Pair, 66H Battery, 32dB ...",1299.0,7999.0,173.0,4.0,Bank Offer,83.76047005875733
874,NEXX ARHAM Headsets Earphones Wireless Earbuds Bluetoot...,299.0,1899.0,29.0,4.2,Bank Offer,84.2548709847288
875,"Marshall Minor IV Wireless Earbuds 30+ Hr of Playtime, ...",11999.0,,71.0,3.6,Bank Offer,78.3679753656659
876,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
877,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...",1099.0,5999.0,46.0,4.3,Bank Offer,81.68028004667445
878,"JBL Tune Buds 2 TWS, ANC Earbuds, 48Hr Playtime,6 Mics,...",3999.0,9499.0,282.0,3.8,Hot Deal,57.900831666491214
879,GWALBROS Earbuds M19 PRO with Power Bank Upto 48Hrs Pla...,290.0,1999.0,68.0,3.7,Bank Offer,85.49274637318659
880,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
881,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,265.0,1299.0,923.0,3.5,Super Deals,79.5996920708237
882,OPPO Enco Air2i Bluetooth,1799.0,3999.0,173.0,4.3,Hot Deal,55.01375343835959
883,"Jlab Go Air Sport TWS for running,32+ Hr Playtime,EQ3 S...",2249.0,5499.0,183.0,3.8,Bank Offer,59.10165484633569
884,GLOBAL NOMAD PULSE Q0820 30Hrs Playtime Type C Fast Cha...,699.0,2499.0,34.0,4.2,Super Deals,72.02881152460985
885,"TP TROOPS TWS Wireless Bluetooth Ear buds, Inbuilt Mic,...",322.0,1999.0,91.0,4.1,Bank Offer,83.89194597298649
886,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
887,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",300.0,2999.0,173.0,3.7,Hot Deal,89.99666555518506
888,BjOrk BB-151 TWS In-Ear Wireless Earphones Stereo Bass ...,473.0,2999.0,17.0,3.5,Bank Offer,84.22807602534178
889,Aroma NB138 Bound 32dB Active Noise Cancellation 60Hrs*...,699.0,2899.0,173.0,3.8,Bank Offer,75.8882373232149
890,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",699.0,3999.0,173.0,4.0,Super Deals,82.52063015753939
891,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,299.0,2399.0,923.0,3.5,Super Deals,87.53647353063776
892,"Tunifi Tn Leaf Earbuds 8D Stereo Audio, 40Hrs Playtime ...",498.0,1999.0,121.0,3.9,Bank Offer,75.08754377188595
893,AP Products OnePlus_AP Buds Pro 3 Earbuds extra bass wi...,811.0,2999.0,39.0,4.0,Bank Offer,72.95765255085028
894,"boAt Nirvana Crystl, Transparent Case, 360 Spatial Audi...",2199.0,10990.0,111.0,4.2,Bank Offer,79.99090081892629
895,HITECH HYPE Bluetooth,284.0,999.0,74.0,3.7,Bank Offer,71.57157157157157
896,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,268.0,1299.0,173.0,3.6,Bank Offer,79.36874518860661
897,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",799.0,2999.0,173.0,4.1,Super Deals,73.35778592864288
898,"truke BTG X1 Earbuds with Game Mode, Quad Mic ENC, 20 R...",799.0,3499.0,33.0,3.6,Super Deals,77.16490425835954
899,"Blaupunkt BTW100 XTREME Bassbuds, Low Latency, 99H Play...",1199.0,3999.0,173.0,4.0,Bank Offer,70.01750437609402
900,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",999.0,4999.0,173.0,4.1,Bank Offer,80.01600320064013
901,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",599.0,2999.0,173.0,4.1,Bank Offer,80.02667555851951
902,StonSell Premium M19 Earbuds/TWS/Buds 5.1 Earbuds with ...,294.0,899.0,23.0,3.4,Bank Offer,67.29699666295885
903,Tunifi Earbud M-19 Earbuds/TWs/buds 5.1 Earbuds with 30...,411.0,2499.0,61.0,3.6,Bank Offer,83.55342136854742
904,"TRIGGR Ultrabuds N1 Neo with ENC, 40Hr Playback, 13mm D...",599.0,2999.0,173.0,3.9,Super Deals,80.02667555851951
905,"Lufina Buds FT with AI ENC for calls, 38 hours of Playb...",253.0,1941.0,118.0,3.2,Bank Offer,86.96548171045852
906,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
907,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
908,BeastBass CMT-1 Earbuds/Buds/AIR-PODS Pro Bluetooth To ...,416.0,1999.0,10.0,3.6,Super Deals,79.1895947973987
909,Three Guys Airpods Earbuds Plus Bass Boost & Smart Touc...,269.0,1299.0,10.0,2.8,Bank Offer,79.29176289453426
910,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",699.0,1999.0,173.0,4.1,Bank Offer,65.03251625812906
911,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
912,Lexolt AiPods 100 Hour Playback & ENC with Low Latency ...,428.0,2499.0,173.0,3.7,Bank Offer,82.87314925970388
913,"ACwO DwOTS 333 Hybrid ANC 48dB, 120H Playtime, Dual Pai...",1998.0,6999.0,148.0,4.1,Bank Offer,71.45306472353194
914,GWALBROS New Earbuds PRO withUpto 48Hrs Playback Noise ...,411.0,1999.0,273.0,3.8,Bank Offer,79.43971985992997
915,KDM A1 HOP PODS Bluetooth Wireless earbuds Bluetooth,1324.0,1899.0,27.0,3.7,Bank Offer,30.27909426013691
916,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...",1099.0,5999.0,46.0,4.3,Bank Offer,81.68028004667445
917,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...",1199.0,3499.0,173.0,4.1,Bank Offer,65.73306659045441
918,"HODOPHILE Z2 Wireless with Fast Charge, 30 Hrs Battery ...",299.0,2499.0,40.0,4.0,Bank Offer,88.03521408563425
919,DUJE Aerpods 151-ATOM - 48Hrs Playtime Bluetooth Wirele...,469.0,2999.0,209.0,3.8,Bank Offer,84.36145381793932
920,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
921,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,265.0,1299.0,923.0,3.5,Super Deals,79.5996920708237
922,Apple AirPods Pro (2nd generation) Bluetooth,24990.0,,23.0,4.4,Bank Offer,78.3679753656659
923,boAt Airdopes Prime 701 ANC(Obsidian Grey) Bluetooth,2059.0,7990.0,6.0,4.8,Bank Offer,74.23028785982478
924,NS WORLD Xo Airbuds Tws |Max Power| HD Sound | BT Earbu...,281.0,1400.0,645.0,3.6,Bank Offer,79.92857142857143
925,SOBEYS Ultrapods Bluetooth,250.0,2361.0,677.0,3.5,Bank Offer,89.41126641253706
926,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
927,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",300.0,2999.0,173.0,3.7,Hot Deal,89.99666555518506
928,Pb Enterprises Airdrops pro 3 White wireless bluetooth ...,232.0,1899.0,197.0,3.5,Bank Offer,87.78304370721432
929,Samsung SM-R410N Galaxy Buds Core - White Bluetooth,5899.0,9999.0,37.0,4.3,Bank Offer,41.004100410041005
930,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",799.0,2999.0,173.0,4.1,Super Deals,73.35778592864288
931,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",699.0,3999.0,173.0,4.0,Super Deals,82.52063015753939
932,"Number Super Buds Pro GT99 Dual Pair, 4 Mic ENC Gaming ...",999.0,4999.0,173.0,4.0,Bank Offer,80.01600320064013
933,"Blaupunkt BTW300 Moksha+ True ANC Earbuds, 4 Mics, CRIS...",1599.0,6499.0,162.0,4.0,Bank Offer,75.39621480227727
934,"Noise Buds Xero with adaptive ANC(50dB), Sound+TM algor...",3499.0,6999.0,894.0,3.9,Bank Offer,50.00714387769681
935,icall One side Wireless Bluetooth Headset 4h Battery ba...,236.0,699.0,14.0,4.1,Bank Offer,66.23748211731044
936,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,299.0,2399.0,923.0,3.5,Super Deals,87.53647353063776
937,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,268.0,1299.0,173.0,3.6,Bank Offer,79.36874518860661
938,electricbass BT 160 Dlx bluetooth earbuds with 26 hours...,906.0,2499.0,12.0,4.3,Bank Offer,63.745498199279716
939,"HOPPUP Predator Xo5 Earbuds with 50H PlayTime, 35MS Low...",799.0,4999.0,62.0,3.9,Bank Offer,84.01680336067213
940,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",999.0,4999.0,173.0,4.1,Bank Offer,80.01600320064013
941,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
942,BULLSTORM Exclusive T2 Bluetooth,274.0,2699.0,173.0,3.4,Hot Deal,89.84809188588366
943,"TECHIO Buds 2a, 42 dB ANC, 12.4mm Driver Bluetooth",386.0,1999.0,31.0,3.3,Bank Offer,80.69034517258629
944,BULLSTORM BS ultrapood Best Sound Bluetooth,248.0,1599.0,80.0,3.5,Bank Offer,84.49030644152596
945,Ucool Buds Pro 3 True Wireless EarBuds Bluetooth,419.0,2499.0,130.0,3.7,Bank Offer,83.23329331732693
946,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
947,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",599.0,2999.0,173.0,4.1,Bank Offer,80.02667555851951
948,Blaupunkt BTW300 Xtreme True Wireless with Unstoppable ...,1399.0,5999.0,111.0,4.1,Bank Offer,76.67944657442906
949,SOBEYS Ultrapods TWS Bluetooth,250.0,2287.0,852.0,3.5,Bank Offer,89.06864888500219
950,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",699.0,1999.0,173.0,4.1,Bank Offer,65.03251625812906
951,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...",1199.0,3499.0,173.0,4.1,Bank Offer,65.73306659045441
952,Jeevan jyoti agency M19 Earbuds/TWS/buds 5.1 Earbuds wi...,300.0,899.0,201.0,3.5,Super Deals,66.62958843159066
953,"SOBEYS FT New Pro White TWS Bluetooth, Earbuds under 30...",264.0,1999.0,11.0,3.7,Bank Offer,86.79339669834918
954,GWALBROS White air buds pro best -99 Bluetooth,253.0,999.0,97.0,3.2,Bank Offer,74.67467467467468
955,"Divya M10 Earbuds/buds 5.1 Earbuds with 280H Playtime, ...",378.0,2899.0,301.0,3.5,Bank Offer,86.96102104173853
956,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
957,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...",1099.0,5999.0,46.0,4.3,Bank Offer,81.68028004667445
958,"EARBUDDY SnapX Buds Light Weight, Compact In-Ear Earbud...",279.0,1999.0,173.0,3.5,Bank Offer,86.04302151075538
959,TECHIO CMF BUDS PRO 2 Bluetooth,398.0,1499.0,173.0,4.0,Bank Offer,73.44896597731821
960,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
961,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,265.0,1299.0,923.0,3.5,Super Deals,79.5996920708237
962,"Soroo Future Soroo buds 18 with 13mm Driver, 48hrs Play...",569.0,3400.0,24.0,4.7,Bank Offer,83.26470588235294
963,"Three Guys BUDS With Touch Sensor, Waterproof, NEW,150 ...",272.0,1699.0,35.0,3.6,Bank Offer,83.99058269570335
